Unit,Unit No.,Floor Plan Code,Net sf,Occupancy Status,"Enter ""F"" for Future Lease",Market Rent,Lease Start Date,Lease Expiration,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",CONC/SPECL,Balance,PETFEE,CARPORT,PARKING,HOUSING,Occupancy Status / Code,"Enter ""F"" for Future Lease / Code",MTOM,PETRENT,GARAGE,Concession,Garbage,Pet Fee,Rent,Pet Rent,Pest Fee,Trash,Insurance Fee,Lease Rent,Required Deposit,Dep On Hand,TRASH,Occupancy Code,"Enter ""F"" for Future Lease.1",MTM,Occupancy Status Code,Occupied Since,Other Income,CABORT,REFERRAL,Move-Out Date,"Enter ""F"" for Future Lease Code",Month To Month,Enter Future Lease,CONC/SUBSIDY,FUTURE_RENT,Enter Other Lease Charge Codes Here,SH,CONC/SUB,PEST,MAINTENANCE,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT: 1190",Occupationally Accurate Market...,FARE,Rojas Jose,Occupied,"Enter individual charge codes into the blue cells below (ex. rent, maintenance, petfee, etc). For each unit, enter charge amounts in the corresponding columns. RENT","Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns.:",Enter other rental charges here,Enter other credit amounts here,Insurance,Market Rent Code,Lease Start Date Code,Lease Expiration Code,Occupancy Status Code^1,"Enter ""F"" for Future Lease Code^1",Market Rent Code^1,Lease Start Date Code^1,Lease Expiration Code^1,Map Code,"Enter Individual Charge Codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",Occupied Net sf,Legal and Other Non-Refundable Fees,Enter F for Future Lease,Market Rent.1,Lease Start Date.1,Lease Expiration.1,Occupied.1,Actual Rent,Resident Deposit,Other Deposit,Occupancy Influences,Occupied by
1235C,1235C,A2,864.0,Occupied,,1175.0,2018-12-01,2019-10-31,1225.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579F,3579F,A1BF,643.0,Occupied,,999.0,2017-11-14,2020-02-13,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,855.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,1323,A1,522.0,Occupied,,635.0,2019-04-01,2020-03-31,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,1435,A2,867.0,Occupied,,880.0,2019-03-08,2020-04-30,859.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,1424,A2,867.0,Occupied,,1200.0,2018-09-21,2019-10-20,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,321,60212c2,1227.0,Occupied,,1130.0,2018-02-14,2019-02-13,1280.0,150.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180B,3180B,A2,867.0,Occupied,F,883.0,2019-06-30,2020-06-30,885.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180B,3180B,A2,867.0,Occupied,,1190.0,2019-07-20,2020-08-19,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380W,1380W,B2,1256.0,Occupied,,1566.0,2019-03-01,2020-03-31,1496.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1260,A2,867.0,Occupied,F,1190.0,2023-09-30,2024-09-30,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440A,1440A,A2,867.0,Occupied,,1190.0,2019-04-01,2020-03-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580H,3580H,B2AF,1042.0,Vacant-Leased,,1299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580H,3580H,B2AF,1042.0,Pending resident,F,1299.0,2019-10-29,2020-10-17,,,,,,,,,,,,,,,,1299.0,10.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,A1,522.0,Occupied-NTV,,635.0,2018-12-01,2019-11-30,652.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,A2,867.0,Occupied,,1200.0,2022-04-17,2023-05-31,1220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,A1,736.0,Occupied,,1093.0,2019-06-01,2020-06-30,1093.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,A1,522.0,Occupied,,635.0,2019-04-26,2020-04-30,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,A2,867.0,Occupied,,1190.0,2019-01-04,2020-03-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,A2,867.0,Occupied,,1190.0,2018-12-26,2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14357,14357,A1,522.0,Occupied,F,735.0,2024-08-01,2025-07-31,735.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245A,1245A,A1,863.0,Occupied,,919.0,2019-02-01,2020-03-31,919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,322,60212,1304.0,VACANT,F,1305.0,2023-06-01,2024-05-31,1237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245W,1245W,A1,736.0,Occupied,,1103.0,2018-10-15,2019-11-14,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,1445,A2,867.0,Occupied,,1190.0,2019-06-05,2020-06-30,1190.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235F,2235F,A2,867.0,Occupied,F,1255.0,2023-10-31,2024-11-30,1255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242A,2242A,A2,867.0,Occupied-NTV,,1175.0,2019-01-13,2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582B,3582B,B2AF,1042.0,Occupied,F,1299.0,2018-06-24,2019-12-23,1027.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582B,3582B,B2AF,1042.0,Occupied,F,1299.0,2019-12-24,2020-12-23,1078.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246B,3246B,A2,647.0,Occupied,,975.0,2019-05-30,2020-06-29,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,2242,A1,736.0,Occupied,,1078.0,2019-06-01,2020-05-31,1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582F,3582F,B2A,1042.0,Occupied,F,1099.0,2011-07-29,2019-11-28,872.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582F,3582F,B2A,1042.0,Occupied,F,1099.0,2019-11-29,2020-11-28,916.0,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,323,60212c,1304.0,Occupied,,1155.0,2019-06-28,2020-06-30,1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14382,14382,C2,1256.0,,,1540.0,2017-09-01,2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14382,14382,C2,1256.0,Occupied,,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,1437,A2,867.0,Occupied,,1200.0,2019-07-01,2020-06-30,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447B,1447B,A2,867.0,Occupied,,1180.0,2019-06-03,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237B,1237B,A2,867.0,Occupied,,1165.0,2019-06-01,2020-06-30,1175.0,-1175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141,A2,867.0,Occupied,,1190.0,2019-07-01,2020-07-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,1239,A2,867.0,Occupied,,1165.0,2018-10-01,2019-09-30,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583F,1583F,A2,867.0,Occupied,,1190.0,2019-06-09,2020-06-30,1190.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583B,1583B,A2,583.0,Occupied,F,949.0,2018-09-01,2019-08-31,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,324,60212c,1227.0,Occupied,,1280.0,2018-07-01,2019-07-31,1260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14368,14368,B2,949.0,Occupied,F,1050.0,2019-04-01,2020-03-31,1039.0,-310.0,,,,,1401.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14368,14368,A2,867.0,Occupied,F,1155.0,2023-09-26,2024-10-31,166.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13440C,13440C,A2,886.0,Occupied,F,1200.0,2019-07-08,2020-07-31,1200.0,-162.05,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12288,12288,A2,867.0,Occupied,,1165.0,2019-01-11,2020-02-10,1175.0,-250.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456A,1456A,A1,522.0,Occupied,,635.0,2018-10-13,2019-12-31,1356.0,,,,,,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14400,14400,A2,867.0,Occupied,,1180.0,2019-05-31,2020-06-30,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beechwood,3584H,A1B,643.0,Occupied,F,899.0,2019-10-31,2020-10-30,,,,,,,,,,,,,,,,,,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12480I,12480I,A1,736.0,Occupied,,1103.0,2019-07-10,2020-08-09,,,,,,,,,,,,,,,,1093.0,15.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14384L,14384L,A1,522.0,Occupied-NTV,,635.0,2017-10-23,2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,325,60212c3,1227.0,Occupied,,1130.0,2018-11-01,2019-11-30,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,1241,A2,867.0,Occupied,F,1096.0,2018-11-01,2019-10-31,1086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385B,1385B,A2,867.0,Occupied,,1175.0,2019-04-12,2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105,12105,A2,867.0,Occupied,,1130.0,2017-10-01,2018-10-31,1088.0,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105,12105,A2,867.0,Occupied,,1180.0,2019-06-21,2020-07-21,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105,12105,A2,867.0,Occupied,,1180.0,2019-03-25,2020-04-30,1180.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105,12105,B2,1251.0,Occupied,,1511.0,2019-01-01,2019-08-31,1470.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105,12105,A2,647.0,Occupied,,980.0,2019-07-17,2020-07-31,956.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105,12105,A2,647.0,Occupied,F,980.0,2020-08-31,2021-07-31,980.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105,12105,B2,1251.0,Occupied,,1530.0,2019-05-03,2020-05-17,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14585W,14585W,A1,736.0,Occupied-NTV,,1103.0,2017-11-27,2018-12-26,1093.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11929,11929,B1,736.0,Occupied,,1103.0,2019-02-15,2020-05-14,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365G,3365G,A2,867.0,Occupied,,1175.0,2019-08-23,2020-09-30,1175.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12205,12205,A2,867.0,Occupied,F,1180.0,2023-07-21,2024-08-20,1180.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12205,12205,A2,647.0,Occupied,,910.0,2019-02-22,2020-02-29,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12205,12205,B2,1251.0,Occupied,,1530.0,2019-07-06,2020-08-05,1488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12135,12135,B1,754.0,Occupied,,1121.0,2019-06-30,2020-07-30,1121.0,-1121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,326,60212c3,1304.0,Occupied-NTV,,1155.0,2019-04-01,2019-09-30,1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585K,3585K,A1BR,643.0,Occupied,,1069.0,2019-10-24,2020-10-23,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385S,1385S,A2,867.0,Occupied,,1200.0,2019-02-01,2019-07-31,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,1211,A1,522.0,Occupied,,735.0,2019-05-01,2020-04-30,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,1211,A1,522.0,Occupied,F,735.0,2018-12-13,2019-12-31,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145F,145F,A1,522.0,Occupied,,635.0,2023-05-14,2024-07-31,635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13585N,13585N,A1,736.0,Occupied,,1088.0,2018-10-20,2019-12-19,1088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,1421,A1,522.0,Occupied,,635.0,2022-12-01,2023-11-30,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327,60212c3,1227.0,Occupied,,1130.0,2018-08-01,2019-08-31,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,1229,A2,867.0,Occupied,,1190.0,2019-06-01,2020-05-31,1190.0,-238.83,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,1286,A2,867.0,Occupied,,870.0,2018-09-01,2019-09-30,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12112,12112,A2,867.0,Occupied,,1200.0,2018-06-01,2019-06-30,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122F,122F,A2,647.0,Occupied,,655.0,2019-04-01,2019-09-30,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186E,1186E,A2,886.0,Occupied,,1195.0,2019-04-12,2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122A,122A,A2,867.0,Occupied,F,1190.0,2021-09-07,2022-09-30,1210.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224B,1224B,A2,867.0,Occupied,,1180.0,2019-07-01,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328,60212c3,1227.0,VIOLATION,,1280.0,2019-05-10,2020-08-31,1271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290A,3290A,B1,1436.0,Occupied,,1515.0,2018-06-15,2019-07-14,1500.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340B,1340B,A1,736.0,Occupied,F,1088.0,2023-06-01,2024-05-31,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390A,3390A,B1,1176.0,Occupied,,1450.0,2019-05-10,2020-06-09,,,,,,,,,,,,,,,,,20.0,5.0,25.0,15.0,1386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,1436,A2,867.0,Occupied,,1220.0,2019-05-05,2020-06-04,1220.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,3243,A2,647.0,Occupied,,660.0,2019-05-01,2020-04-30,,,,,,,,,,,,,,,,,15.0,7.0,10.0,12.0,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319C,319C,A2,647.0,Occupied,,660.0,2019-07-01,2020-06-30,,,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191B,3191B,A2,742.0,Occupied,,1078.0,2019-05-01,2020-04-30,1088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173E,3173E,A2,867.0,Occupied,,1190.0,2019-04-21,2020-06-30,,,,,,,,,,,,,,,,1190.0,30.0,12.0,35.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1186,A2,867.0,Vacant,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1186,A2,867.0,Occupied,,900.0,2018-11-02,2019-11-30,975.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1005,60212c4,1304.0,Occupied,,1155.0,2019-04-01,2020-03-31,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,401,60212b1,969.0,Occupied,,1185.0,2018-10-30,2019-12-31,1185.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163E,3163E,A2,867.0,Occupied,,1200.0,2019-06-30,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319H,319H,A2,867.0,Occupied,,885.0,2019-03-13,2020-03-31,,,,,,,,,,,,,,,,869.0,45.0,15.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192A,3192A,B1,867.0,Occupied,F,1200.0,2023-09-01,2024-08-31,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176B,3176B,A1,736.0,Occupied,,1008.0,2023-05-06,2024-06-05,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,3238,A1,736.0,Occupied,,1103.0,2018-11-09,2019-12-08,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,402,60212b1,1002.0,Occupied,,970.0,2018-09-01,2019-03-31,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11936A,11936A,B2,1251.0,Occupied,F,1530.0,2021-07-15,2022-08-14,1488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,A2,647.0,Occupied,,660.0,2018-09-07,2019-09-30,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,A1,522.0,Occupied,,635.0,2019-05-01,2020-03-31,610.0,-150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,A1,522.0,Occupied,,635.0,2019-04-01,2020-03-31,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
